strain,time,rep,nt,ht,nt-dil,ht-dil
KBS0812,12672,B,65,70,6,6
KBS0812,12672,C,33,37,6,6
KBS0812,12672,D,63,48,6,6
KBS0812,12720,A,67,66,6,6
KBS0812,12720,B,64,69,6,6
KBS0812,12720,C,61,86,6,6
KBS0812,12720,D,77,77,6,6
KBS0812,12768,A,54,68,6,6
KBS0812,12768,B,80,63,6,6
KBS0812,12768,C,78,52,6,6
KBS0812,12768,D,71,35,6,6
KBS0812,12816,A,63,32,6,6
KBS0812,12816,B,73,43,6,6
KBS0812,12816,C,38,66,6,6
KBS0812,12816,D,41,36,6,6
KBS0812,12864,A,62,58,6,6
KBS0812,12864,B,86,63,6,6
KBS0812,12864,C,71,59,6,6
KBS0812,12864,D,119,85,6,6
KBS0812,12912,A,57,55,6,6
KBS0812,12912,B,76,57,6,6
KBS0812,12912,C,64,75,6,6
KBS0812,12912,D,56,52,6,6
KBS0812,12960,A,53,93,6,6
KBS0812,12960,B,55,69,6,6
KBS0812,12960,C,82,103,6,6
KBS0812,12960,D,70,95,6,6
KBS0812,13008,A,55,61,6,6
KBS0812,13008,B,67,73,6,6
KBS0812,13008,C,62,75,6,6
KBS0812,13008,D,59,76,6,6
KBS0812,13056,A,53,51,6,6
KBS0812,13056,B,69,55,6,6
KBS0812,13056,C,61,56,6,6
KBS0812,13056,D,76,68,6,6
KBS0812,13104,A,64,32,6,6
KBS0812,13104,B,56,59,6,6
KBS0812,13104,C,70,62,6,6
KBS0812,13104,D,38,52,6,6
KBS0812,13152,A,64,54,6,6
KBS0812,13152,B,61,53,6,6
KBS0812,13152,C,71,59,6,6
KBS0812,13152,D,64,62,6,6
KBS0812,13200,A,57,57,6,6
KBS0812,13200,B,65,36,6,6
KBS0812,13200,C,56,56,6,6
KBS0812,13200,D,55,43,6,6
KBS0812,13248,A,78,65,6,6
KBS0812,13248,B,73,56,6,6
KBS0812,13248,C,77,56,6,6
KBS0812,13248,D,77,70,6,6
KBS0812,13296,A,82,27,6,6
KBS0812,13296,B,81,24,6,6
KBS0812,13296,C,59,36,6,6
KBS0812,13296,D,68,35,6,6
KBS0812,13344,A,62,52,6,6
KBS0812,13344,B,53,42,6,6
KBS0812,13344,C,49,53,6,6
KBS0812,13344,D,63,70,6,6
KBS0812,13392,A,55,52,6,6
KBS0812,13392,B,67,53,6,6
KBS0812,13392,C,55,55,6,6
KBS0812,13392,D,48,67,6,6
KBS0812,13440,A,43,47,6,6
KBS0812,13440,B,63,63,6,6
KBS0812,13440,C,63,52,6,6
KBS0812,13440,D,73,71,6,6
KBS0812,13488,A,71,29,6,6
KBS0812,13488,B,52,42,6,6
KBS0812,13488,C,54,39,6,6
KBS0812,13488,D,47,49,6,6
KBS0812,13536,A,66,69,6,6
KBS0812,13536,B,44,78,6,6
KBS0812,13536,C,61,69,6,6
KBS0812,13536,D,46,47,6,6
KBS0812,13584,A,74,94,6,6
KBS0812,13584,B,78,73,6,6
KBS0812,13584,C,47,66,6,6
KBS0812,13584,D,71,79,6,6
KBS0812,13632,A,64,60,6,6
KBS0812,13632,B,79,77,6,6
KBS0812,13632,C,72,77,6,6
KBS0812,13632,D,78,60,6,6
KBS0812,13680,A,71,65,6,6
KBS0812,13680,B,84,68,6,6
KBS0812,13680,C,93,67,6,6
KBS0812,13680,D,86,71,6,6
KBS0812,13728,A,69,70,6,6
KBS0812,13728,B,87,82,6,6
KBS0812,13728,C,92,90,6,6
KBS0812,13728,D,75,71,6,6
KBS0812,13776,A,64,58,6,6
KBS0812,13776,B,77,49,6,6
KBS0812,13776,C,65,76,6,6
KBS0812,13776,D,64,51,6,6
KBS0812,13824,A,81,61,6,6
KBS0812,13824,B,88,88,6,6
KBS0812,13824,C,85,81,6,6
KBS0812,13824,D,81,63,6,6
KBS0812,13872,A,54,75,6,6
KBS0812,13872,B,77,86,6,6
KBS0812,13872,C,68,93,6,6
KBS0812,13872,D,72,67,6,6
KBS0812,13920,A,54,80,6,6
KBS0812,13920,B,71,85,6,6
KBS0812,13920,C,65,82,6,6
KBS0812,13920,D,89,93,6,6
KBS0812,13968,A,73,47,6,6
KBS0812,13968,B,93,73,6,6
KBS0812,13968,C,82,81,6,6
KBS0812,13968,D,65,82,6,6
